サービス名,運営会社,施設名,都道府県,住所,最寄駅,設置場所詳細,営業時間,ブース数,料金（税込）,情報ソース,詳細URL,緯度,経度,ジオコード住所,ジオコードステータス,ジオコードクエリ,ジオコード方法
テレキューブ,テレキューブサービス（ブイキューブグループ）,東宝日比谷ビル（日比谷シャンテ）１階,東京都,東京都千代田区有楽町一丁目２番2号,日比谷駅・銀座駅・有楽町駅,東京メトロ日比谷線・千代田線、都営地下鉄三田線「日比谷駅」A11出口直結徒歩2分 / 東京メトロ銀座線・丸ノ内線「銀座駅」C1出口より徒歩5分 / 東京メトロ有楽町線「有楽町駅」より徒歩6分 / JR山手線・京浜東北線「有楽町駅」日比谷口より徒歩5分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-19:00 料金: 330円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/toho-hibiya-bild-1f/,35.6730856,139.7598571,日本、〒100-0006 東京都千代田区有楽町１丁目２−２,OK,東京都千代田区有楽町一丁目２番2号,
テレキューブ,テレキューブサービス（ブイキューブグループ）,サンシャイン60ビル,東京都,東京都豊島区東池袋3-1-1,池袋駅・東池袋駅,1F オフィスロビー / 東京メトロ有楽町線　東池袋駅 6・7番出口より徒歩3分 / 東京メトロ丸の内線・有楽町線・副都心線　池袋駅 35番出口より徒歩8分 / JR・西武池袋線・東武東上線 池袋駅 35番出口より徒歩8分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝日 8:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/sunshine-60-bld-1f/,35.7284164,139.7206588,日本、〒170-8630 東京都豊島区東池袋３丁目１−１ 文化会館ビル,OK,東京都豊島区東池袋3-1-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,大名古屋ビルヂング　1階,愛知県,愛知県名古屋市中村区名駅３丁目２８-12,名古屋駅,JR/近鉄/名鉄 名古屋駅 徒歩３分 / 各地下鉄 名古屋駅 徒歩１分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-21:00 料金: 330円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/dainagoya-bld-1f/,35.1720523,136.8844986,日本、〒450-0002 愛知県名古屋市中村区名駅３丁目２８−１２ 大名古屋ビルヂング,OK,愛知県名古屋市中村区名駅３丁目２８-12,
テレキューブ,テレキューブサービス（ブイキューブグループ）,Haneda Innovation City ZONE K 地下1階,東京都,東京都大田区羽田空港1丁目1-4,天空橋駅,京浜急行電鉄空港線　天空橋駅直結 / 東京モノレール　天空橋駅直結 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:00~21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：4台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/haneda-inovation-city/,35.55081130000001,139.7542672,日本、〒144-0041 東京都大田区羽田空港１丁目４,OK,東京都大田区羽田空港1丁目1-4,
テレキューブ,テレキューブサービス（ブイキューブグループ）,東京ビル TOKIA,東京都,東京都千代田区丸の内２丁目７−３,東京駅・有楽町駅・二重橋前駅,B1F: 東京駅側(丸の内南口方面）エスカレーター下 / 1ブース / 1F: アトリウム 有楽町駅側 / 2ブース / JR東京駅　丸の内南口より徒歩1分 / JR 有楽町駅　徒歩5分 / 東京メトロ丸の内線　東京駅徒歩3分 / 東京メトロ有楽町線　有楽町駅徒歩5分 / 東京メトロ千代田線　二重橋前駅徒歩5分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：3台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/tokyo-build-tokia-b1/,35.6785783,139.7649684,日本、〒100-0005 東京都千代田区丸の内２丁目７−３ 東京ビルディング,OK,東京都千代田区丸の内２丁目７−３,
テレキューブ,テレキューブサービス（ブイキューブグループ）,イトーヨーカドー　武蔵境店東館　１階,東京都,東京都武蔵野市境南町2-2-20,武蔵境駅・イトーヨーカドー,JR中央線「武蔵境駅」南口より徒歩2分 / 西武鉄道多摩川線「武蔵境駅」南口より徒歩2分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 10:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：3台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/itoyokado-musashisakai-higashi-1f/,35.7011699,139.5456616,日本、〒180-0023 東京都武蔵野市境南町２丁目２−２０,OK,東京都武蔵野市境南町2-2-20,
テレキューブ,テレキューブサービス（ブイキューブグループ）,立川GREEN SPRINGS E1 2階,東京都,東京都立川市緑町３番1 ,立川駅・Green Springs,E1ブロック 2F 「リビングルームE」奥 / JR立川駅より徒歩約8分 / 多摩都市モノレール・立川北駅より徒歩約4分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 9:00-20:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/tachihi-green-springs-e1-2f/,35.7032851,139.4122947,日本、〒190-0014 東京都立川市緑町３−１ e1,OK,東京都立川市緑町３番1 E1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,大手町フィナンシャルシティグランキューブ 1階,東京都,東京都千代田区大手町一丁目9番2号,大手町駅・東京駅,東京メトロ東西線・千代田線・半蔵門線・丸ノ内線 大手町駅C1出口直結 / 都営三田線大手町駅C1出口直結 / 東京メトロ 丸ノ内線「大手町駅」A3出口 徒歩1分 / JR「東京駅」徒歩10分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 7:00-21:00 料金: 330円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/ootemachi-financialsity-grand-cube-1f/,35.68827830000001,139.7648584,日本、〒100-0004 東京都千代田区大手町１丁目９−２,OK,東京都千代田区大手町一丁目9番2号,
テレキューブ,テレキューブサービス（ブイキューブグループ）,三田国際ビル　1階,東京都,東京都港区三田1-4-28,赤羽橋・田町・芝公園前・三田,都営地下鉄大江戸線「赤羽橋駅」より徒歩３分 / 都営地下鉄三田線「芝公園駅」より徒歩７分 / ＪＲ「田町駅」より徒歩１０分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-21:00 / 土 8:00-17:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：3台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/mita-kokusai-1f/,35.6540072,139.744603,日本、〒108-0073 東京都港区三田１丁目４−２８,OK,東京都港区三田1-4-28,
テレキューブ,テレキューブサービス（ブイキューブグループ）,豊洲プライムスクエア 1階,東京都,東京都江東区豊洲5-6-36,豊洲駅,東京メトロ有楽町線 豊洲駅(6)a番出口より徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:00-20:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/hulic-toyosu-prime-square-1f/,35.6521191,139.798077,日本、〒135-0061 東京都江東区豊洲５丁目６−３６,OK,東京都江東区豊洲5-6-36,
テレキューブ,テレキューブサービス（ブイキューブグループ）,丸の内オアゾ B1F 連絡通路,東京都,東京都千代田区丸の内1-6-4,東京駅・大手町・丸の内・オアゾ,JR東京駅丸の内北口地下通路より徒歩1分 / 東京メトロ丸ノ内線東京駅 直結 / 東京メトロ東西線大手町駅 直結 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：3台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/marunouchi-oazo-b1/,35.6836024,139.766406,日本、〒100-0005 東京都千代田区丸の内１丁目６−４ 丸の内オアゾ,OK,東京都千代田区丸の内1-6-4,
テレキューブ,テレキューブサービス（ブイキューブグループ）,渋谷クロスタワー　3階,東京都,東京都渋谷区渋谷2-15-1,渋谷駅,JR埼京線・山手線「渋谷駅」東口より徒歩7分 / 東京メトロ半蔵門線・副都心線「渋谷駅」B5出口より徒歩7分 / 東急東横線・田園都市線「渋谷駅」B5出口より徒歩7分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：4台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/shibuya-cross-tower-3f/,35.6585975,139.7053377,日本、〒150-0002 東京都渋谷区渋谷２丁目１５,OK,東京都渋谷区渋谷2-15-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,丸の内二丁目ビル　1階,東京都,東京都千代田区丸の内2-5-1,東京駅・大手町・丸の内・二重橋駅,ＪＲ 東京駅 丸の内南口より徒歩3分 / 東京メトロ 二重橋前駅 4番出口より徒歩2分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-21:00 料金: 330円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/marunouchi-2chome-1f/,35.679907,139.7634509,日本、〒100-0005 東京都千代田区丸の内２丁目５,OK,東京都千代田区丸の内2-5-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,銀座松竹スクエア　1階,東京都,東京都中央区築地1-13-1,銀座・東銀座・松竹・築地,日比谷線・都営浅草線 「東銀座」 駅　徒歩2分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/ginza-shochiku-square-1f/,35.6684275,139.7694846,日本、〒104-0045 東京都中央区築地１丁目１３−１,OK,東京都中央区築地1-13-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,東武鉄道北千住駅 改札内 南側地下コンコース 地下1階（エキア南地下）,東京都,東京都足立区千住旭町42-1,北千住駅・北千住,東武鉄道北千住駅改札内、南側地下 / 改札内のため、ご利用には乗車券または入場券の購入が必要となります。,平日土日祝 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/kitasenjyu-station-south-b1/,35.7494737,139.8053149,日本、〒120-0026 東京都足立区千住旭町４２−１,OK,東京都足立区千住旭町42-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,丸の内二重橋ビル　1階,東京都,東京都千代田区丸の内3-2-3,東京駅・丸の内・二重橋・日比谷・二重橋駅・日比谷駅,都営三田線「日比谷駅」直結 / 東京メトロ日比谷線・千代田線「日比谷駅」、千代田線「二重橋前駅」直結 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-21:00 料金: 330円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/marunouchi-nijuubashi/,35.6779421,139.761055,日本、〒100-0005 東京都千代田区丸の内３丁目２,OK,東京都千代田区丸の内3-2-3,
テレキューブ,テレキューブサービス（ブイキューブグループ）,新大阪阪急ビル ３階,大阪府,大阪府大阪市淀川区宮原1-1-1,JR京都線新大阪駅,"JR「新大阪駅」北口 直結 / <font color=""red"">隣接するEXPRESS WORKブースとお間違いなきよう<br>ご注意ください</font> / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください",平日土日祝 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/shinosaka-hankyu-bldg-3f/,34.7340232,135.5000788,日本、〒532-0003 大阪府大阪市東淀川区宮原１丁目１−１,OK,大阪府大阪市淀川区宮原1-1-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,阪急西宮ガーデンズ 本館１階,兵庫県,兵庫県西宮市高松町14-2,阪急電車西宮北口駅,阪急電車「西宮北口駅」東改札口から連絡デッキで約3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 10:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/hankyu-nishinomiya-gardens-1f/,34.7432919,135.3606471,日本、〒663-8204 兵庫県西宮市高松町１４−２,OK,兵庫県西宮市高松町14-2,
テレキューブ,テレキューブサービス（ブイキューブグループ）,阪急ターミナルビル １階エントランス,大阪府,大阪府大阪市北区芝田1-1-4,阪急電鉄梅田駅 JR大阪駅,阪急電鉄「梅田駅」直結 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/hankyu-terminal-1f/,34.7042757,135.4983239,日本、〒530-0012 大阪府大阪市北区芝田１丁目１−４,OK,大阪府大阪市北区芝田1-1-4,
テレキューブ,テレキューブサービス（ブイキューブグループ）,エビスタ西宮 ３階,兵庫県,兵庫県西宮市田中町1-6,阪神電鉄西宮駅,阪神電鉄「西宮駅」下車すぐ（えびす口改札） / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 10:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/ebista-nishinomiya-3f/,34.7372009,135.3381911,日本、〒662-0973 兵庫県西宮市田中町１−６,OK,兵庫県西宮市田中町1-6,
テレキューブ,テレキューブサービス（ブイキューブグループ）,JPタワー KITTE １階,東京都,東京都千代田区丸の内2-7-2 ＪＰタワー,"JR東京駅,東京メトロ丸ノ内線東京駅",JR山手線・中央線・京浜東北線・東海道線「東京駅」徒歩約1分 / 東京メトロ丸ノ内線「東京駅」地下道より直結 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/jp-tower-kitte-1f/,35.6798453,139.7647288,日本、〒100-0005 東京都千代田区丸の内２丁目７−２,OK,東京都千代田区丸の内2-7-2 ＪＰタワー,
テレキューブ,テレキューブサービス（ブイキューブグループ）,豊洲フロント 1階,東京都,東京都江東区豊洲3-2-20,東京メトロ有楽町線 豊洲駅・ゆりかもめ 豊洲駅,東京メトロ有楽町線「豊洲駅」1c出口方面 豊洲フロント出口 / ゆりかもめ「豊洲駅」 徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/toyosu-front-1f/,35.6568969,139.7958903,日本、〒135-0061 東京都江東区豊洲３丁目２−２０,OK,東京都江東区豊洲3-2-20,
テレキューブ,テレキューブサービス（ブイキューブグループ）,豊洲フォレシア １階（WEB会議センター）,東京都,東京都江東区豊洲3-2-24,東京メトロ有楽町線 豊洲駅 / ゆりかもめ 豊洲駅,東京メトロ有楽町線「豊洲駅」1c出口 / ゆりかもめ「豊洲駅」徒歩4分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-20:00 料金: 330円/15分(税込),1人用：8台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/toyosu-foresia-1f/,35.6575616,139.7950858,日本、〒135-0061 東京都江東区豊洲３丁目２−２４,OK,東京都江東区豊洲3-2-24,
テレキューブ,テレキューブサービス（ブイキューブグループ）,新宿フロントタワー,東京都,東京都新宿区北新宿2-21-1,東京メトロ丸ノ内線 西新宿駅 / 東京メトロ丸ノ内線 都営大江戸線 中野坂上駅,東京メトロ丸ノ内線「西新宿駅」1番出口 徒歩4分 / 東京メトロ丸ノ内線・都営大江戸線「中野坂上駅」A1出口 徒歩8分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-20:00 料金: 330円/15分(税込),1人用：7台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/shinjuku-front-tower/,35.6961562,139.6894173,日本、〒169-0074 東京都新宿区北新宿２丁目２１−１,OK,東京都新宿区北新宿2-21-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,新宿イーストサイドスクエア 1F,東京都,東京都新宿区新宿6-27-30,都営大江戸線 東京メトロ副都心線 東新宿駅 / 東京メトロ丸ノ内線 副都心線 都営新宿線 新宿三丁目駅,01〜04号機: West棟エントランス / 05〜07号機: East棟エントランス / 都営大江戸線 東京メトロ副都心線「東新宿駅」直結 / 東京メトロ丸ノ内線・副都心線・都営新宿線「新宿三丁目」駅E1出口より徒歩6分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-20:00 料金: 330円/15分(税込),1人用：7台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/shinjuku-eastside-square/,35.6967503,139.7082101,日本、〒160-0022 東京都新宿区新宿６丁目２７−３０,OK,東京都新宿区新宿6-27-30,
テレキューブ,テレキューブサービス（ブイキューブグループ）,北の丸スクエア１階,東京都,東京都千代田区九段北1-13-12,東京メトロ東西線 九段下駅・東京メトロ半蔵門線 九段下駅・都営地下鉄新宿線 九段下駅,東京メトロ東西線・半蔵門線「 九段下駅」３b出口直結 / 都営地下鉄新宿線「九段下駅」３b出口直結 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-20:00 料金: 330円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/kitanomaru-square-1f/,35.6957677,139.7505941,日本、〒102-0073 東京都千代田区九段北１丁目１３−１２,OK,東京都千代田区九段北1-13-12,
テレキューブ,テレキューブサービス（ブイキューブグループ）,汐留ビルディング２階,東京都,東京都港区海岸1-2-20 汐留ビルディング,JR 浜松町駅・東京モノレール 浜松町駅・都営大江戸線 大門駅・都営浅草線 大門駅,JR・東京モノレール「浜松町駅」北口（新橋側出口）から徒歩2分 / 都営大江戸線・浅草線「大門駅」B1出口から徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-20:00 料金: 330円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/shiodome-bldg-2f/,35.6566906,139.7593867,日本、〒105-0022 東京都港区海岸１丁目２−２０,OK,東京都港区海岸1-2-20 汐留ビルディング,
テレキューブ,テレキューブサービス（ブイキューブグループ）,東武鉄道 北千住駅 改札内２階北コンコース,東京都,東京都足立区千住旭町42-1,東武伊勢崎線（東武スカイツリーライン）北千住駅,東武鉄道北千住駅 北改札内 / 改札内のため、ご利用には乗車券または入場券の購入が必要となります。,平日土日祝 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/kitasenju-2f/,35.7494737,139.8053149,日本、〒120-0026 東京都足立区千住旭町４２−１,OK,東京都足立区千住旭町42-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,山王パークタワー,東京都,東京都千代田区永田町2-11-1,西溜池山王駅・国会議事堂前駅,No.14-01〜02: 1Fエントランスホール / No.14-03: B2F エスカレーター横 / 東京メトロ銀座線・南北線「溜池山王駅」 7番出口直結 / 東京メトロ丸ノ内線・千代田線「国会議事堂前駅」7番出口直結 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土 8:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/sanno-park-tower-1f/,35.6731428,139.7407082,日本、〒100-0014 東京都千代田区永田町２丁目１１−１,OK,東京都千代田区永田町2-11-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,西武鉄道 所沢駅 改札内 コンコース,埼玉県,埼玉県所沢市くすのき台1丁目14−5,所沢駅,西武新宿線 西武池袋線 所沢駅 改札内 / 改札内のため、ご利用には乗車券または入場券の購入が必要となります。,平日土日祝 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/seibu_tokorozawa/,35.7865698,139.4741063,日本、〒359-0037 埼玉県所沢市くすのき台１丁目１４−５,OK,埼玉県所沢市くすのき台1丁目14−5,
テレキューブ,テレキューブサービス（ブイキューブグループ）,西武鉄道 高田馬場駅 改札内 3階橋上コンコース,東京都,東京都新宿区高田馬場1丁目35−2,高田馬場駅,西武新宿線 高田馬場駅 改札内 / 改札内のため、ご利用には乗車券または入場券の購入が必要となります。,平日土日祝 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/takadanobaba-3f/,35.7132844,139.7049388,日本、〒169-0075 東京都新宿区高田馬場１丁目３５−２,OK,東京都新宿区高田馬場1丁目35−2,
テレキューブ,テレキューブサービス（ブイキューブグループ）,新青山ビル B1階,東京都,東京都港区南青山1-1-1,青山一丁目駅,東京メトロ銀座線・半蔵門線「青山一丁目駅」直結 / 都営地下鉄大江戸線「青山一丁目駅」直結 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/shinaoyama-b1/,35.6726892,139.7253974,日本、〒107-0062 東京都港区南青山１丁目１−１,OK,東京都港区南青山1-1-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,横浜ランドマークタワー 3階（WEB会議センター）,神奈川県,神奈川県横浜市西区みなとみらい2-2-1 ,桜木町駅・みなとみらい駅,JR「桜木町駅」 より動く歩道徒歩5分 / みなとみらい線「みなとみらい駅」 より徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：6台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/yokohama-landmark-tower-3f/,35.4545635,139.6314218,日本、〒220-0012 神奈川県横浜市西区みなとみらい２丁目２−１ 横浜ランドマークタワー,OK,神奈川県横浜市西区みなとみらい2-2-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,日比谷国際ビル 1階,東京都,東京都千代田区内幸町2-2-3,内幸町駅・霞ヶ関駅・新橋駅,都営地下鉄三田線「内幸町駅」 A6出口より直結 / 東京メトロ千代田線・日比谷線・丸ノ内線「霞ヶ関駅」 B2またはC4出口より徒歩5分 / JR「新橋駅」 日比谷口より徒歩7分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-21:00 / 土 8:00-20:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：3台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/hibiyakokusai-1f/,35.6698412,139.7549727,日本、〒100-0011 東京都千代田区内幸町２丁目２−３,OK,東京都千代田区内幸町2-2-3,
テレキューブ,テレキューブサービス（ブイキューブグループ）,六本木ヒルズ 森タワー,東京都,東京都港区六本木6-10-1,六本木駅・麻布十番駅,東京メトロ日比谷線「六本木駅」 1C出口より徒歩3分 / 都営地下鉄大江戸線「六本木駅」 3番出口より徒歩6分 / 都営地下鉄大江戸線「麻布十番駅」7番出口より徒歩9分 / 東京メトロ南北線「麻布十番駅」4番出口より徒歩12分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:00-20:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/mori-tower-ul/,35.6604621,139.7292786,日本、〒106-6108 東京都港区六本木６丁目１０−１ 六本木ヒルズ森タワー,OK,東京都港区六本木6-10-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,新東京ビル 1階オフィスエントランス,東京都,東京都千代田区丸の内3-3-1,東京駅・大手町・有楽町駅・二重橋駅,東京メトロ千代田線「二重橋前駅」 出口1より徒歩2分 / JR山手線・京浜東北線「有楽町駅」 国際フォーラム口より徒歩3分 / 東京メトロ有楽町線「有楽町駅」 D5出口より徒歩3分 / JR「東京駅」 丸の内南口より徒歩5分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土 8:00-21:00 / 日祝 10:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：3台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/shintokyo-1f/,35.677514,139.7624926,日本、〒100-0005 東京都千代田区丸の内３丁目３−１ 新東京ビル,OK,東京都千代田区丸の内3-3-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,新丸の内ビル 地下1階ホール（WEB会議センター）,東京都,東京都千代田区丸の内1-5-1,東京駅,JR「東京駅」 丸の内地下北口より直結 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-21:00 料金: 330円/15分(税込),1人用：12台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/shin-marunouchi-b1f/,35.6825704,139.7646288,日本、〒100-0005 東京都千代田区有楽町１丁目５−１,OK,東京都千代田区丸の内1-5-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,大手町パークビル 1階オフィスエントランス,東京都,東京都千代田区大手町1-1-1,大手町駅・東京駅,東京メトロ「大手町駅」 C6a出口より直結 / JR「東京駅」 丸の内北口より徒歩8分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-21:00 / 土 8:00-15:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：3台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/otemachipark-1f/,35.6898961,139.7604427,日本、〒100-0004 東京都千代田区一ツ橋１丁目１−１,OK,東京都千代田区大手町1-1-1,
CocoDesk,富士フイルムビジネスイノベーション,CocoDesk 大手町駅,東京都,東京都千代田区大手町２丁目５,大手町駅,東西線 西改札横,7:00-22:00,2台,330円/15分,https://www.fujifilm.com/fb/ja/products/it-services/remote-office/cocodesk/tokyo,https://cocodesk-jp.fujifilm.com/timetable/%5B%220LCEl19V4B37OAp0HCg31JfDP00PlaceTM%22%5D/%7B%22date%22%3A%20%22today%22%7D,35.68500660000001,139.7647407,日本、〒100-0004 東京都千代田区大手町２丁目５,OK,東京都CocoDesk 大手町駅,geocoding
